country,neighbourhood,count
Egypt,Church-Yonge Corridor,10
Egypt,City of Toronto,1350
Egypt,Clairlea-Birchmount,0
Egypt,Clanton Park,10
Egypt,Cliffcrest,0
Egypt,Corso Italia-Davenport,0
Egypt,Danforth,0
Egypt,Danforth East York,0
Egypt,Don Valley Village,95
Egypt,Dorset Park,0
Egypt,Dovercourt-Wallace Emerson-Junction,0
Egypt,Downsview-Roding-CFB,0
Egypt,Dufferin Grove,0
Egypt,East End-Danforth,10
Egypt,Edenbridge-Humber Valley,0
Egypt,Eglinton East,10
Egypt,Elms-Old Rexdale,10
Egypt,Englemount-Lawrence,0
Egypt,Eringate-Centennial-West Deane,0
Egypt,Etobicoke West Mall,0
Egypt,Flemingdon Park,0
Egypt,Forest Hill North,10
Egypt,Forest Hill South,0
Egypt,Glenfield-Jane Heights,0
Egypt,Greenwood-Coxwell,0
Egypt,Guildwood,0
Egypt,Henry Farm,60
Egypt,High Park North,0
Egypt,High Park-Swansea,15
Egypt,Highland Creek,10
Egypt,Hillcrest Village,0
Egypt,Humber Heights-Westmount,10
Egypt,Humber Summit,0
Egypt,Humbermede,0
Egypt,Humewood-Cedarvale,0
Egypt,Ionview,10
Egypt,Islington-City Centre West,30
Egypt,Junction Area,10
Egypt,Keelesdale-Eglinton West,0
Egypt,Kennedy Park,10
Egypt,Kensington-Chinatown,0
Egypt,Kingsview Village-The Westway,0
Egypt,Kingsway South,0
Egypt,L'Amoreaux,60
Egypt,Lambton Baby Point,0
Egypt,Lansing-Westgate,25
Egypt,Lawrence Park North,0
Egypt,Lawrence Park South,0
Egypt,Leaside-Bennington,0
Egypt,Little Portugal,0
Egypt,Long Branch,0
Egypt,Malvern,0
Egypt,Maple Leaf,0
Egypt,Markland Wood,0
Egypt,Milliken,0
Egypt,Mimico (includes Humber Bay Shores),25
Egypt,Morningside,0
Egypt,Moss Park,10
Egypt,Mount Dennis,0
Egypt,Mount Olive-Silverstone-Jamestown,10
Egypt,Mount Pleasant East,0
Egypt,Mount Pleasant West,20
Egypt,New Toronto,0
Egypt,Newtonbrook East,10
Egypt,Newtonbrook West,10
Egypt,Niagara,10
Egypt,North Riverdale,0
Egypt,North St. James Town,10
Egypt,O'Connor-Parkview,0
Egypt,Oakridge,0
Egypt,Oakwood Village,20
Egypt,Old East York,0
Egypt,Palmerston-Little Italy,0
Egypt,Parkwoods-Donalda,20
Egypt,Pelmo Park-Humberlea,0
Egypt,Playter Estates-Danforth,0
Egypt,Pleasant View,20
Egypt,Princess-Rosethorn,0
Egypt,Regent Park,20
Egypt,Rexdale-Kipling,0
Egypt,Rockcliffe-Smythe,20
Egypt,Roncesvalles,0
Egypt,Rosedale-Moore Park,0
Egypt,Rouge,0
Egypt,Runnymede-Bloor West Village,0
Egypt,Rustic,0
Egypt,Scarborough Village,0
Egypt,South Parkdale,0
Egypt,South Riverdale,0
Egypt,St.Andrew-Windfields,20
Egypt,Steeles,10
Egypt,Stonegate-Queensway,0
Egypt,Tam O'Shanter-Sullivan,35
Egypt,Taylor-Massey,10
Egypt,The Beaches,0
Egypt,Thistletown-Beaumond Heights,0
Egypt,Thorncliffe Park,30
Egypt,Trinity-Bellwoods,0
Egypt,University,0
Egypt,Victoria Village,20
Egypt,Waterfront Communities-The Island,50
Egypt,West Hill,0
Egypt,West Humber-Clairville,0
Egypt,Westminster-Branson,25
Egypt,Weston,0
Egypt,Weston-Pelham Park,0
Egypt,Wexford/Maryvale,10
Egypt,Willowdale East,115
Egypt,Willowdale West,20
Egypt,Willowridge-Martingrove-Richview,0
Egypt,Woburn,25
Egypt,Woodbine Corridor,15
Egypt,Woodbine-Lumsden,0
Egypt,Wychwood,0
Egypt,Yonge-Eglinton,0
Egypt,Yonge-St.Clair,45
Egypt,York University Heights,0
Egypt,Yorkdale-Glen Park,0
Eritrea,Agincourt North,0
Eritrea,Agincourt South-Malvern West,0
Eritrea,Alderwood,0
Eritrea,Annex,0
Eritrea,Banbury-Don Mills,0
Eritrea,Bathurst Manor,0
Eritrea,Bay Street Corridor,0
Eritrea,Bayview Village,0
Eritrea,Bayview Woods-Steeles,0
Eritrea,Bedford Park-Nortown,0
Eritrea,Beechborough-Greenbrook,0
Eritrea,Bendale,0
Eritrea,Birchcliffe-Cliffside,0
Eritrea,Black Creek,0
Eritrea,Blake-Jones,0
Eritrea,Briar Hill-Belgravia,25
Eritrea,Bridle Path-Sunnybrook-York Mills,0
Eritrea,Broadview North,10
Eritrea,Brookhaven-Amesbury,75
Eritrea,Cabbagetown-South St. James Town,0
Eritrea,Caledonia-Fairbank,0
Eritrea,Casa Loma,0
Eritrea,Centennial Scarborough,0
Eritrea,Church-Yonge Corridor,0
Eritrea,City of Toronto,970
Eritrea,Clairlea-Birchmount,25
Eritrea,Clanton Park,0
Eritrea,Cliffcrest,0
Eritrea,Corso Italia-Davenport,0
Eritrea,Danforth,0
Eritrea,Danforth East York,0
Eritrea,Don Valley Village,10
Eritrea,Dorset Park,0
Eritrea,Dovercourt-Wallace Emerson-Junction,25
Eritrea,Downsview-Roding-CFB,10
Eritrea,Dufferin Grove,0
Eritrea,East End-Danforth,15
Eritrea,Edenbridge-Humber Valley,0
Eritrea,Eglinton East,10
Eritrea,Elms-Old Rexdale,0
Eritrea,Englemount-Lawrence,20
Eritrea,Eringate-Centennial-West Deane,0
Eritrea,Etobicoke West Mall,0
Eritrea,Flemingdon Park,30
Eritrea,Forest Hill North,0
Eritrea,Forest Hill South,0
Eritrea,Glenfield-Jane Heights,10
Eritrea,Greenwood-Coxwell,0
Eritrea,Guildwood,0
Eritrea,Henry Farm,0
Eritrea,High Park North,10
Eritrea,High Park-Swansea,0
Eritrea,Highland Creek,0
Eritrea,Hillcrest Village,0
Eritrea,Humber Heights-Westmount,0
Eritrea,Humber Summit,0
Eritrea,Humbermede,55
Eritrea,Humewood-Cedarvale,20
Eritrea,Ionview,40
Eritrea,Islington-City Centre West,0
Eritrea,Junction Area,0
Eritrea,Keelesdale-Eglinton West,0
Eritrea,Kennedy Park,10
Eritrea,Kensington-Chinatown,0
Eritrea,Kingsview Village-The Westway,0
Eritrea,Kingsway South,0
Eritrea,L'Amoreaux,0
Eritrea,Lambton Baby Point,0
Eritrea,Lansing-Westgate,0
Eritrea,Lawrence Park North,0
Eritrea,Lawrence Park South,0
Eritrea,Leaside-Bennington,0
Eritrea,Little Portugal,10
Eritrea,Long Branch,0
Eritrea,Malvern,0
Eritrea,Maple Leaf,0
Eritrea,Markland Wood,20
Eritrea,Milliken,0
Eritrea,Mimico (includes Humber Bay Shores),0
Eritrea,Morningside,0
Eritrea,Moss Park,20
Eritrea,Mount Dennis,10
Eritrea,Mount Olive-Silverstone-Jamestown,0
Eritrea,Mount Pleasant East,0
Eritrea,Mount Pleasant West,25
Eritrea,New Toronto,0
Eritrea,Newtonbrook East,0
Eritrea,Newtonbrook West,0
Eritrea,Niagara,0
Eritrea,North Riverdale,0
Eritrea,North St. James Town,10
Eritrea,O'Connor-Parkview,20
Eritrea,Oakridge,60
Eritrea,Oakwood Village,50
Eritrea,Old East York,0
Eritrea,Palmerston-Little Italy,0
Eritrea,Parkwoods-Donalda,0
Eritrea,Pelmo Park-Humberlea,0
Eritrea,Playter Estates-Danforth,0
Eritrea,Pleasant View,0
Eritrea,Princess-Rosethorn,0
Eritrea,Regent Park,0
Eritrea,Rexdale-Kipling,0
Eritrea,Rockcliffe-Smythe,75
Eritrea,Roncesvalles,10
Eritrea,Rosedale-Moore Park,0
Eritrea,Rouge,15
Eritrea,Runnymede-Bloor West Village,10
Eritrea,Rustic,0
Eritrea,Scarborough Village,15
Eritrea,South Parkdale,40
Eritrea,South Riverdale,10
Eritrea,St.Andrew-Windfields,0
Eritrea,Steeles,0
Eritrea,Stonegate-Queensway,0
Eritrea,Tam O'Shanter-Sullivan,0
Eritrea,Taylor-Massey,20
Eritrea,The Beaches,0
Eritrea,Thistletown-Beaumond Heights,0
Eritrea,Thorncliffe Park,30
Eritrea,Trinity-Bellwoods,0
Eritrea,University,0
Eritrea,Victoria Village,10
Eritrea,Waterfront Communities-The Island,0
Eritrea,West Hill,0
Eritrea,West Humber-Clairville,30
Eritrea,Westminster-Branson,0
Eritrea,Weston,10
Eritrea,Weston-Pelham Park,15
Eritrea,Wexford/Maryvale,15
Eritrea,Willowdale East,0
Eritrea,Willowdale West,0
Eritrea,Willowridge-Martingrove-Richview,25
Eritrea,Woburn,10
Eritrea,Woodbine Corridor,0
Eritrea,Woodbine-Lumsden,0
Eritrea,Wychwood,0
Eritrea,Yonge-Eglinton,0
Eritrea,Yonge-St.Clair,0
Eritrea,York University Heights,35
Eritrea,Yorkdale-Glen Park,0
Ethiopia,Agincourt North,0
Ethiopia,Agincourt South-Malvern West,0
Ethiopia,Alderwood,0
Ethiopia,Annex,10
Ethiopia,Banbury-Don Mills,10
Ethiopia,Bathurst Manor,10
Ethiopia,Bay Street Corridor,10
Ethiopia,Bayview Village,0
Ethiopia,Bayview Woods-Steeles,0
Ethiopia,Bedford Park-Nortown,0
Ethiopia,Beechborough-Greenbrook,0
Ethiopia,Bendale,10
Ethiopia,Birchcliffe-Cliffside,10
Ethiopia,Black Creek,0
Ethiopia,Blake-Jones,0
Ethiopia,Briar Hill-Belgravia,0
Ethiopia,Bridle Path-Sunnybrook-York Mills,0
Ethiopia,Broadview North,0
Ethiopia,Brookhaven-Amesbury,10
Ethiopia,Cabbagetown-South St. James Town,0
Ethiopia,Caledonia-Fairbank,0
Ethiopia,Casa Loma,0
Ethiopia,Centennial Scarborough,0
Ethiopia,Church-Yonge Corridor,10
Ethiopia,City of Toronto,1560
Ethiopia,Clairlea-Birchmount,100
Ethiopia,Clanton Park,10
Ethiopia,Cliffcrest,0
Ethiopia,Corso Italia-Davenport,10
Ethiopia,Danforth,0
Ethiopia,Danforth East York,0
Ethiopia,Don Valley Village,0
Ethiopia,Dorset Park,10
Ethiopia,Dovercourt-Wallace Emerson-Junction,50
Ethiopia,Downsview-Roding-CFB,10
Ethiopia,Dufferin Grove,0
Ethiopia,East End-Danforth,20
Ethiopia,Edenbridge-Humber Valley,10
Ethiopia,Eglinton East,100
Ethiopia,Elms-Old Rexdale,10
Ethiopia,Englemount-Lawrence,10
Ethiopia,Eringate-Centennial-West Deane,0
Ethiopia,Etobicoke West Mall,0
Ethiopia,Flemingdon Park,50
Ethiopia,Forest Hill North,10
Ethiopia,Forest Hill South,0
Ethiopia,Glenfield-Jane Heights,0
Ethiopia,Greenwood-Coxwell,10
Ethiopia,Guildwood,0
Ethiopia,Henry Farm,10
Ethiopia,High Park North,15
Ethiopia,High Park-Swansea,0
Ethiopia,Highland Creek,0
Ethiopia,Hillcrest Village,0
Ethiopia,Humber Heights-Westmount,10
Ethiopia,Humber Summit,0
Ethiopia,Humbermede,0
Ethiopia,Humewood-Cedarvale,0
Ethiopia,Ionview,25
Ethiopia,Islington-City Centre West,20
Ethiopia,Junction Area,10
Ethiopia,Keelesdale-Eglinton West,0
Ethiopia,Kennedy Park,30
Ethiopia,Kensington-Chinatown,10
Ethiopia,Kingsview Village-The Westway,20
Ethiopia,Kingsway South,0
Ethiopia,L'Amoreaux,35
Ethiopia,Lambton Baby Point,0
Ethiopia,Lansing-Westgate,0
Ethiopia,Lawrence Park North,0
Ethiopia,Lawrence Park South,0
Ethiopia,Leaside-Bennington,0
Ethiopia,Little Portugal,0
Ethiopia,Long Branch,0
Ethiopia,Malvern,40
Ethiopia,Maple Leaf,0
Ethiopia,Markland Wood,0
Ethiopia,Milliken,0
Ethiopia,Mimico (includes Humber Bay Shores),10
Ethiopia,Morningside,25
Ethiopia,Moss Park,60
Ethiopia,Mount Dennis,15
Ethiopia,Mount Olive-Silverstone-Jamestown,15
Ethiopia,Mount Pleasant East,0
Ethiopia,Mount Pleasant West,20
Ethiopia,New Toronto,10
Ethiopia,Newtonbrook East,0
Ethiopia,Newtonbrook West,0
Ethiopia,Niagara,0
Ethiopia,North Riverdale,0
Ethiopia,North St. James Town,65
Ethiopia,O'Connor-Parkview,20
Ethiopia,Oakridge,50
Ethiopia,Oakwood Village,30
Ethiopia,Old East York,0
Ethiopia,Palmerston-Little Italy,10
Ethiopia,Parkwoods-Donalda,0
Ethiopia,Pelmo Park-Humberlea,0
Ethiopia,Playter Estates-Danforth,0
Ethiopia,Pleasant View,10
Ethiopia,Princess-Rosethorn,0
Ethiopia,Regent Park,10
Ethiopia,Rexdale-Kipling,0
Ethiopia,Rockcliffe-Smythe,10
Ethiopia,Roncesvalles,0
Ethiopia,Rosedale-Moore Park,10
Ethiopia,Rouge,0
Ethiopia,Runnymede-Bloor West Village,0
Ethiopia,Rustic,30
Ethiopia,Scarborough Village,45
Ethiopia,South Parkdale,90
Ethiopia,South Riverdale,0
Ethiopia,St.Andrew-Windfields,0
Ethiopia,Steeles,0
Ethiopia,Stonegate-Queensway,0
Ethiopia,Tam O'Shanter-Sullivan,0
Ethiopia,Taylor-Massey,70
Ethiopia,The Beaches,0
Ethiopia,Thistletown-Beaumond Heights,0
Ethiopia,Thorncliffe Park,55
Ethiopia,Trinity-Bellwoods,0
Ethiopia,University,0
Ethiopia,Victoria Village,0
Ethiopia,Waterfront Communities-The Island,25
Ethiopia,West Hill,25
Ethiopia,West Humber-Clairville,0
Ethiopia,Westminster-Branson,0
Ethiopia,Weston,45
Ethiopia,Weston-Pelham Park,15
Ethiopia,Wexford/Maryvale,20
Ethiopia,Willowdale East,0
Ethiopia,Willowdale West,0
Ethiopia,Willowridge-Martingrove-Richview,0
Ethiopia,Woburn,15
Ethiopia,Woodbine Corridor,10
Ethiopia,Woodbine-Lumsden,0
Ethiopia,Wychwood,0
Ethiopia,Yonge-Eglinton,0
Ethiopia,Yonge-St.Clair,15
Ethiopia,York University Heights,0
Ethiopia,Yorkdale-Glen Park,15
France,Agincourt North,0
France,Agincourt South-Malvern West,0
France,Alderwood,0
France,Annex,40
France,Banbury-Don Mills,0
France,Bathurst Manor,0
France,Bay Street Corridor,0
France,Bayview Village,10
France,Bayview Woods-Steeles,0
France,Bedford Park-Nortown,0
France,Beechborough-Greenbrook,0
France,Bendale,20
France,Birchcliffe-Cliffside,0
France,Black Creek,0
France,Blake-Jones,20
France,Briar Hill-Belgravia,10
France,Bridle Path-Sunnybrook-York Mills,25
France,Broadview North,0
France,Brookhaven-Amesbury,0
France,Cabbagetown-South St. James Town,30
France,Caledonia-Fairbank,10
France,Casa Loma,0
France,Centennial Scarborough,0
France,Church-Yonge Corridor,55
France,City of Toronto,1145
France,Clairlea-Birchmount,0
France,Clanton Park,0
France,Cliffcrest,10
France,Corso Italia-Davenport,15
France,Danforth,0
France,Danforth East York,10
France,Don Valley Village,0
France,Dorset Park,0
France,Dovercourt-Wallace Emerson-Junction,30
France,Downsview-Roding-CFB,10
France,Dufferin Grove,20
France,East End-Danforth,10
France,Edenbridge-Humber Valley,0
France,Eglinton East,10
France,Elms-Old Rexdale,0
France,Englemount-Lawrence,0
France,Eringate-Centennial-West Deane,0
France,Etobicoke West Mall,0
France,Flemingdon Park,0
France,Forest Hill North,15
France,Forest Hill South,10
France,Glenfield-Jane Heights,0
France,Greenwood-Coxwell,0
France,Guildwood,0
France,Henry Farm,0
France,High Park North,20
France,High Park-Swansea,0
France,Highland Creek,0
France,Hillcrest Village,15
France,Humber Heights-Westmount,0
France,Humber Summit,0
France,Humbermede,0
France,Humewood-Cedarvale,20
France,Ionview,10
France,Islington-City Centre West,30
France,Junction Area,0
France,Keelesdale-Eglinton West,0
France,Kennedy Park,0
France,Kensington-Chinatown,30
France,Kingsview Village-The Westway,0
France,Kingsway South,0
France,L'Amoreaux,0
France,Lambton Baby Point,10
France,Lansing-Westgate,0
France,Lawrence Park North,0
France,Lawrence Park South,10
France,Leaside-Bennington,0
France,Little Portugal,30
France,Long Branch,10
France,Malvern,0
France,Maple Leaf,0
France,Markland Wood,0
France,Milliken,0
France,Mimico (includes Humber Bay Shores),0
France,Morningside,0
France,Moss Park,15
France,Mount Dennis,10
France,Mount Olive-Silverstone-Jamestown,0
France,Mount Pleasant East,10
France,Mount Pleasant West,55
France,New Toronto,0
France,Newtonbrook East,0
France,Newtonbrook West,10
France,Niagara,25
France,North Riverdale,10
France,North St. James Town,35
France,O'Connor-Parkview,0
France,Oakridge,0
France,Oakwood Village,10
France,Old East York,0
France,Palmerston-Little Italy,20
France,Parkwoods-Donalda,0
France,Pelmo Park-Humberlea,0
France,Playter Estates-Danforth,0
France,Pleasant View,0
France,Princess-Rosethorn,0
France,Regent Park,15
France,Rexdale-Kipling,10
France,Rockcliffe-Smythe,10
France,Roncesvalles,10
France,Rosedale-Moore Park,10
France,Rouge,15
France,Runnymede-Bloor West Village,0
France,Rustic,10
France,Scarborough Village,0
France,South Parkdale,20
France,South Riverdale,10
France,St.Andrew-Windfields,15
France,Steeles,0
France,Stonegate-Queensway,0
France,Tam O'Shanter-Sullivan,0
France,Taylor-Massey,0
France,The Beaches,15
France,Thistletown-Beaumond Heights,0
France,Thorncliffe Park,0
France,Trinity-Bellwoods,35
France,University,20
France,Victoria Village,10
France,Waterfront Communities-The Island,100
France,West Hill,10
France,West Humber-Clairville,0
France,Westminster-Branson,0
France,Weston,10
France,Weston-Pelham Park,10
France,Wexford/Maryvale,20
France,Willowdale East,10
France,Willowdale West,15
France,Willowridge-Martingrove-Richview,0
France,Woburn,10
France,Woodbine Corridor,25
France,Woodbine-Lumsden,0
France,Wychwood,0
France,Yonge-Eglinton,10
France,Yonge-St.Clair,10
France,York University Heights,10
France,Yorkdale-Glen Park,0
Germany,Agincourt North,0
Germany,Agincourt South-Malvern West,0
Germany,Alderwood,0
Germany,Annex,10
Germany,Banbury-Don Mills,0
Germany,Bathurst Manor,20
Germany,Bay Street Corridor,10
Germany,Bayview Village,0
Germany,Bayview Woods-Steeles,0
Germany,Bedford Park-Nortown,0
Germany,Beechborough-Greenbrook,0
Germany,Bendale,0
Germany,Birchcliffe-Cliffside,0
Germany,Black Creek,0
Germany,Blake-Jones,0
Germany,Briar Hill-Belgravia,0
Germany,Bridle Path-Sunnybrook-York Mills,15
Germany,Broadview North,0
Germany,Brookhaven-Amesbury,0
Germany,Cabbagetown-South St. James Town,10
Germany,Caledonia-Fairbank,0
Germany,Casa Loma,0
Germany,Centennial Scarborough,10
Germany,Church-Yonge Corridor,20
Germany,City of Toronto,625
Germany,Clairlea-Birchmount,0
Germany,Clanton Park,10
Germany,Cliffcrest,10
Germany,Corso Italia-Davenport,10
Germany,Danforth,0
Germany,Danforth East York,0
Germany,Don Valley Village,0
Germany,Dorset Park,10
Germany,Dovercourt-Wallace Emerson-Junction,10
Germany,Downsview-Roding-CFB,0
Germany,Dufferin Grove,0
Germany,East End-Danforth,10
Germany,Edenbridge-Humber Valley,0
Germany,Eglinton East,15
Germany,Elms-Old Rexdale,0
Germany,Englemount-Lawrence,0
Germany,Eringate-Centennial-West Deane,0
Germany,Etobicoke West Mall,0
Germany,Flemingdon Park,10
Germany,Forest Hill North,10
Germany,Forest Hill South,10
Germany,Glenfield-Jane Heights,0
Germany,Greenwood-Coxwell,0
Germany,Guildwood,0
Germany,Henry Farm,10
Germany,High Park North,10
Germany,High Park-Swansea,10
Germany,Highland Creek,0
Germany,Hillcrest Village,0
Germany,Humber Heights-Westmount,10
Germany,Humber Summit,0
Germany,Humbermede,10
Germany,Humewood-Cedarvale,0
Germany,Ionview,0
Germany,Islington-City Centre West,10
Germany,Junction Area,0
Germany,Keelesdale-Eglinton West,0
Germany,Kennedy Park,0
Germany,Kensington-Chinatown,10
Germany,Kingsview Village-The Westway,0
Germany,Kingsway South,0
Germany,L'Amoreaux,0
Germany,Lambton Baby Point,0
Germany,Lansing-Westgate,0
Germany,Lawrence Park North,0
Germany,Lawrence Park South,0
Germany,Leaside-Bennington,0
Germany,Little Portugal,10
Germany,Long Branch,0
Germany,Malvern,0
Germany,Maple Leaf,0
Germany,Markland Wood,0
Germany,Milliken,0
Germany,Mimico (includes Humber Bay Shores),10
Germany,Morningside,0
Germany,Moss Park,0
Germany,Mount Dennis,0
Germany,Mount Olive-Silverstone-Jamestown,10
Germany,Mount Pleasant East,0
Germany,Mount Pleasant West,40
Germany,New Toronto,0
Germany,Newtonbrook East,0
Germany,Newtonbrook West,0
Germany,Niagara,30
Germany,North Riverdale,10
Germany,North St. James Town,0
Germany,O'Connor-Parkview,10
Germany,Oakridge,10
Germany,Oakwood Village,10
Germany,Old East York,0
Germany,Palmerston-Little Italy,0
Germany,Parkwoods-Donalda,0
Germany,Pelmo Park-Humberlea,0
Germany,Playter Estates-Danforth,10
Germany,Pleasant View,0
Germany,Princess-Rosethorn,0
Germany,Regent Park,0
Germany,Rexdale-Kipling,0
Germany,Rockcliffe-Smythe,0
Germany,Roncesvalles,35
Germany,Rosedale-Moore Park,10
Germany,Rouge,0
Germany,Runnymede-Bloor West Village,0
Germany,Rustic,0
Germany,Scarborough Village,15
Germany,South Parkdale,0
Germany,South Riverdale,0
Germany,St.Andrew-Windfields,25
Germany,Steeles,0
Germany,Stonegate-Queensway,0
Germany,Tam O'Shanter-Sullivan,0
Germany,Taylor-Massey,0
Germany,The Beaches,25
Germany,Thistletown-Beaumond Heights,0
Germany,Thorncliffe Park,10
Germany,Trinity-Bellwoods,0
Germany,University,0
Germany,Victoria Village,0
Germany,Waterfront Communities-The Island,55
Germany,West Hill,0
Germany,West Humber-Clairville,0
Germany,Westminster-Branson,0
Germany,Weston,0
Germany,Weston-Pelham Park,0
Germany,Wexford/Maryvale,0
Germany,Willowdale East,35
Germany,Willowdale West,10
Germany,Willowridge-Martingrove-Richview,0
Germany,Woburn,0
Germany,Woodbine Corridor,0
Germany,Woodbine-Lumsden,0
Germany,Wychwood,10
Germany,Yonge-Eglinton,0
Germany,Yonge-St.Clair,0
Germany,York University Heights,0
Germany,Yorkdale-Glen Park,0
Haiti,Agincourt North,0
Haiti,Agincourt South-Malvern West,15
Haiti,Alderwood,0
Haiti,Annex,0
Haiti,Banbury-Don Mills,0
Haiti,Bathurst Manor,0
Haiti,Bay Street Corridor,0
Haiti,Bayview Village,0
Haiti,Bayview Woods-Steeles,0
Haiti,Bedford Park-Nortown,0
Haiti,Beechborough-Greenbrook,0
Haiti,Bendale,0
Haiti,Birchcliffe-Cliffside,10
Haiti,Black Creek,15
Haiti,Blake-Jones,0
Haiti,Briar Hill-Belgravia,0
Haiti,Bridle Path-Sunnybrook-York Mills,0
Haiti,Broadview North,10
Haiti,Brookhaven-Amesbury,0
Haiti,Cabbagetown-South St. James Town,0
Haiti,Caledonia-Fairbank,0
Haiti,Casa Loma,0
Haiti,Centennial Scarborough,0
Haiti,Church-Yonge Corridor,0
Haiti,City of Toronto,675
Haiti,Clairlea-Birchmount,0
Haiti,Clanton Park,0
Haiti,Cliffcrest,10
Haiti,Corso Italia-Davenport,0
Haiti,Danforth,0
Haiti,Danforth East York,0
Haiti,Don Valley Village,0
Haiti,Dorset Park,10
Haiti,Dovercourt-Wallace Emerson-Junction,0
Haiti,Downsview-Roding-CFB,20
Haiti,Dufferin Grove,0
Haiti,East End-Danforth,0
Haiti,Edenbridge-Humber Valley,0
Haiti,Eglinton East,50
Haiti,Elms-Old Rexdale,0
Haiti,Englemount-Lawrence,10
Haiti,Eringate-Centennial-West Deane,0
Haiti,Etobicoke West Mall,0
Haiti,Flemingdon Park,10
Haiti,Forest Hill North,0
Haiti,Forest Hill South,0
Haiti,Glenfield-Jane Heights,10
Haiti,Greenwood-Coxwell,0
Haiti,Guildwood,10
Haiti,Henry Farm,0
Haiti,High Park North,0
Haiti,High Park-Swansea,0
Haiti,Highland Creek,0
Haiti,Hillcrest Village,0
Haiti,Humber Heights-Westmount,0
Haiti,Humber Summit,0
Haiti,Humbermede,35
Haiti,Humewood-Cedarvale,0
Haiti,Ionview,15
Haiti,Islington-City Centre West,10
Haiti,Junction Area,0
Haiti,Keelesdale-Eglinton West,0
Haiti,Kennedy Park,0
Haiti,Kensington-Chinatown,0
Haiti,Kingsview Village-The Westway,0
Haiti,Kingsway South,0
Haiti,L'Amoreaux,10
Haiti,Lambton Baby Point,10
Haiti,Lansing-Westgate,0
Haiti,Lawrence Park North,0
Haiti,Lawrence Park South,0
Haiti,Leaside-Bennington,0
Haiti,Little Portugal,0
Haiti,Long Branch,0
Haiti,Malvern,35
Haiti,Maple Leaf,10
Haiti,Markland Wood,0
Haiti,Milliken,0
Haiti,Mimico (includes Humber Bay Shores),0
Haiti,Morningside,20
Haiti,Moss Park,0
Haiti,Mount Dennis,0
Haiti,Mount Olive-Silverstone-Jamestown,65
Haiti,Mount Pleasant East,10
Haiti,Mount Pleasant West,0
Haiti,New Toronto,10
Haiti,Newtonbrook East,0
Haiti,Newtonbrook West,0
Haiti,Niagara,0
Haiti,North Riverdale,0
Haiti,North St. James Town,0
Haiti,O'Connor-Parkview,0
Haiti,Oakridge,0
Haiti,Oakwood Village,0
Haiti,Old East York,0
Haiti,Palmerston-Little Italy,0
Haiti,Parkwoods-Donalda,0
Haiti,Pelmo Park-Humberlea,0
Haiti,Playter Estates-Danforth,0
Haiti,Pleasant View,0
Haiti,Princess-Rosethorn,0
Haiti,Regent Park,0
Haiti,Rexdale-Kipling,0
Haiti,Rockcliffe-Smythe,0
Haiti,Roncesvalles,0
Haiti,Rosedale-Moore Park,0
Haiti,Rouge,10
Haiti,Runnymede-Bloor West Village,0
Haiti,Rustic,0
Haiti,Scarborough Village,80
Haiti,South Parkdale,0
Haiti,South Riverdale,0
Haiti,St.Andrew-Windfields,0
Haiti,Steeles,0
Haiti,Stonegate-Queensway,0
Haiti,Tam O'Shanter-Sullivan,10
Haiti,Taylor-Massey,10
Haiti,The Beaches,0
Haiti,Thistletown-Beaumond Heights,15
Haiti,Thorncliffe Park,0
Haiti,Trinity-Bellwoods,0
Haiti,University,0
Haiti,Victoria Village,15
Haiti,Waterfront Communities-The Island,0
Haiti,West Hill,95
Haiti,West Humber-Clairville,20
Haiti,Westminster-Branson,0
Haiti,Weston,0
Haiti,Weston-Pelham Park,0
Haiti,Wexford/Maryvale,15
Haiti,Willowdale East,0
Haiti,Willowdale West,0
Haiti,Willowridge-Martingrove-Richview,10
Haiti,Woburn,20
Haiti,Woodbine Corridor,0
Haiti,Woodbine-Lumsden,0
Haiti,Wychwood,0
Haiti,Yonge-Eglinton,10
Haiti,Yonge-St.Clair,0
Haiti,York University Heights,10
Haiti,Yorkdale-Glen Park,0
India,Agincourt North,185
India,Agincourt South-Malvern West,235
India,Alderwood,50
India,Annex,55
India,Banbury-Don Mills,135
India,Bathurst Manor,75
India,Bay Street Corridor,215
India,Bayview Village,165
India,Bayview Woods-Steeles,20
India,Bedford Park-Nortown,10
India,Beechborough-Greenbrook,0
India,Bendale,305
India,Birchcliffe-Cliffside,30
India,Black Creek,30
India,Blake-Jones,20
India,Briar Hill-Belgravia,15
India,Bridle Path-Sunnybrook-York Mills,15
India,Broadview North,70
India,Brookhaven-Amesbury,50
India,Cabbagetown-South St. James Town,30
India,Caledonia-Fairbank,15
India,Casa Loma,20
India,Centennial Scarborough,10
India,Church-Yonge Corridor,370
India,City of Toronto,20095
India,Clairlea-Birchmount,145
India,Clanton Park,55
India,Cliffcrest,75
India,Corso Italia-Davenport,20
India,Danforth,10
India,Danforth East York,40
India,Don Valley Village,240
India,Dorset Park,340
India,Dovercourt-Wallace Emerson-Junction,70
India,Downsview-Roding-CFB,65
India,Dufferin Grove,0
India,East End-Danforth,65
India,Edenbridge-Humber Valley,10
India,Eglinton East,380
India,Elms-Old Rexdale,30
India,Englemount-Lawrence,15
India,Eringate-Centennial-West Deane,35
India,Etobicoke West Mall,45
India,Flemingdon Park,305
India,Forest Hill North,15
India,Forest Hill South,10
India,Glenfield-Jane Heights,95
